,alamat_jalan,batas_barat,batas_selatan,batas_timur,batas_utara,bujur,cagar_budaya_id,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,lintang,nama,nomor_penetapan,pemilik,pengelola,propinsi,tanggal_penetapan
566,Jalan Ganting No. 3,Jalan/rumah,Jalan/gang,Jl. Ganting,Rumah penduduk,100.3693940,40537EE8-1714-49DF-85D8-AA5FEBFD6177,Ganting,Kota Padang,Kec. Padang Timur,KB000860,.9545560,Masjid Raya Ganting,PM.54/PW.007/MKP/2010,Masyarakat,"BP3 Batusangkar, Pemprov SumBar, Pemko Padang",Prop. Sumatera Barat,2010-06-22 00:00:00.000
567,-,Jalan desa,Tanah milik penduduk,Jalan desa,Jalan desa,100.5672450,AE834FC0-1720-41C1-98A4-604BA6CED3BC,Lima Kaum,Kab. Tanah Datar,Kec. Lima Kaum,KB000832,-.4229700,Masjid Raya Lima Kaum,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
568,Jalan Raya Batusangkar-Bukittinggi,Tanah Dt. Sinaro Sati,Jalan raya Batusangkar-Bukittinggi,Tanah Dt. Balingka,Tanah Dt. Sinaro Sati,100.5552500,2D64DE1A-8962-4D49-9FBA-3CB063AFE2F8,Rao-Rao,Kab. Tanah Datar,Kec. Sungai Tarab,KB000897,-.3735560,Masjid Raya Rao-Rao,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
569,Jalan Raya Batusangkar-Bukittinggi,"Tanah milik Dt. Kayo, Dt Rajo Malano",Jalan raya,"Dt. Tunaro, Ibu Sarinem",Tanah Summa dan Dt. Bijo Anso,100.5413890,08A7C5B4-71AC-4378-8A3F-1F28BAB9D1CE,Gurun,Kab. Tanah Datar,Kec. Sungai Tarab,KB000898,-.4424440,Masjid Saadah,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
570,Jalan Pincuran,Jl. Pincuran,Rumah penduduk,Persawahan,Rumah penduduk,100.2201390,4D5CCCA6-CEDA-472E-A0F8-39401EB917AE,Pincuran Gadang Hilir,Kab. Agam,Kec. Tilatang Kamang,KB000880,.3356670,Masjid Tua Pincuran Gadang,PM.86/PW.007/MKP/2011,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
571,Jalan Kampung Kayu Jao,Jalan kampung,Sungai,Sungai,Jalan kampung,100.6288330,C09CE2F0-3506-4BEB-BC7C-EDB9041B80CB,Batang Barus,Kab. Solok,Kec. Gunung Talang,KB000873,1.0043330,Masjid Tuo Kayu Jao,PM.86/PW.007/MKP/2011,Masyarakat desa Batang Barus,"BP3 Batusangkar, Pemkan Solok, Masyarakat nagari Batang Barus",Prop. Sumatera Barat,2011-10-17 00:00:00.000
572,-,Tanah Syamsir Dt. Kudun,Tanah Dt. Kayo,Tanah Dt. Kayo,Tanah Dt. Kayo,100.5160440,CFE34311-2F7F-40AF-A2CA-B1C38B872941,Tanjung Alam,Kab. Tanah Datar,Kec. Tanjung Baru,KB000824,.3283890,Medan Bapaneh Gunung,PM.05/PW.007/MKP/2010,Syamsir Dt. Kudun,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
573,Puti bungsu,Jalan penduduk,Tanah milik Murni,Tanah milik Murni,Jl. Puti Bungsu,100.5819720,E9D47A5C-D18F-4255-AFE2-1A391E172778,Baringin,Kab. Tanah Datar,Kec. Lima Kaum,KB000833,.4550000,Medan Bapaneh Koto Baranjak,PM.05/PW.007/MKP/2010,Yulidar,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
574,Jalan Raya Talang Tengah,Tanah dan rumah penduduk,Jalan raya,Kantor wali Nagari Talang Tangah,Halaman Masjid Nurul Ala,100.5322780,011038A8-00D4-40F3-8AE9-D60B348B74B5,Talang Tangah,Kab. Tanah Datar,Kec. Sungai Tarab,KB000821,.4227500,Medan Bapaneh Sitangkai,PM.05/PW.007/MKP/2010,Nagari Talang Tangah,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
575,-,Tanah milik Syafri Mangkuto Basa dan Nurani,Tanah milik Borok Dt. Pado Basa dan Nurani,Tanah milik Gindo Kayo,"Tanah milik Dt. Pado Basa, Nurani, Syafri Mangkuto Basa",100.5662500,52227F57-3DA2-48B1-874D-8A1C1F84AA8F,Simawang,Kab. Tanah Datar,Kec. Rambatan,KB000828,.5624720,Megalit Simawang,PM.05/PW.007/MKP/2010,Dt. Rangkayo Mulia,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
576,Jl. Raya Payakumbuh-Sliki,Jalan raya,Tanah kaum Suku Salo,Tanah kaum Suku Salo,Tanah kaum Suku Salo,100.5954050,04252F0D-EEA4-4555-848E-B983AF8D1F9D,Guguk,Kab. Lima Puluh Koto,Kec. Guguak,KB000866,-.0959160,Menhir Balai Adat Guguk,PM.54/PW.007/MKP/2010,Nagari (adat),BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
577,Jl. Raya Koto Gadang-Mahat,Kebun suku Kampai,Kebun suku Kampai,Kebun suku Kampai,Kebun suku Kampai,100.5093610,086FC921-F55A-4C6A-8EA2-6786BE367AFF,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000870,.0161390,Menhir Balai-Balai Batu (Koto Gadang),PM.54/PW.007/MKP/2010,Suku Kampai,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
578,Jl. Raya Balubus,Tanah kaum Chaniago,Tanah kaum Chaniago,Jl. Raya Balubus,Tanah kaum Chaniago,100.5588330,703C16AC-CC45-44E7-8FA5-5342BCCE3B6C,Sungai Talang,Kab. Lima Puluh Koto,Kec. Guguak,KB000867,.1819440,Menhir Balubus,PM.54/PW.007/MKP/2010,Kaum Chaniago,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
579,Jl. Kampung Kototinggi,Tanah suku Melayu,Tanah suku Melayu,Tanah suku Melayu,Tanah suku Melayu,100.4944440,58DCB824-E739-4CA4-8A59-92C2255F691F,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000869,.0276390,Menhir Bawah Parit,PM.54/PW.007/MKP/2010,Pasukan Melayu,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
580,Jl. Kampung Ronah,Tanah suku Domo,Tanah suku Domo,Tanah suku Domo,Tanah suku Domo,100.5052220,BE1CCAFE-5F0F-4388-9A20-05C3760D2EB6,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000852,.0315830,Menhir Bukit Domo II,PM.54/PW.007/MKP/2010,Pasukuan Domo,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
581,Jl. Kampung Ronah ,Tanah suku Domo,Tanah suku Domo,Tanah suku Domo,Tanah suku Domo,100.5063890,6FB691CA-BDCA-4CB1-8091-B946ACA57055,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000871,.0302500,Menhir Bukit Domo III,PM.54/PW.007/MKP/2010,Pasukan Domo,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
582,Jl. Kampung Guguk Nunang,Tanah kaum Suku Chaniago,Tanah kaum Suku Chaniago,Tanah kaum Suku Chaniago,Tanah kaum Suku Payobadar,100.5592220,E382D8F8-B95E-4460-954F-3B67CC361D0C,Sungai Talang,Kab. Lima Puluh Koto,Kec. Guguak,KB000894,.1751670,Menhir Guguk Nunang ,PM.86/PW.007/MKP/2011,Kaum suku Chaniago,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
583,"Jl. Raya Koto Gadang-Mahat, Jorong Koto Gadang",Jalan,Tanah kaum Melayu,Tanah kaum Kampai,Tanah kaum Mandahiling,100.5081670,A4E44370-E2EC-45F4-A68A-DBC011E68D03,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000892,.0118060,Menhir Kampung,PM.86/PW.007/MKP/2011,Kaum Mandahiling,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
584,Jl. Nagari Kototinggi,Jalan,Tanah milik nagari,Tanah milik Pitopan,Tanah Elipia Suku Pisan,100.3579720,AC285CB4-FAE1-461F-9650-F200D166340F,Kototinggi,Kab. Lima Puluh Koto,Kec. Gunuang Omeh,KB000893,.0509830,Menhir Koto Tinggi,PM.86/PW.007/MKP/2011,Suku Pisan,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
585,Jl. Kampung Ronah,Tanah kaum Melayu,Sungai Bandar Ronah,Tanah kaum Melayu,SD Ronah,100.5036390,54580A0C-AD0B-402E-A223-CF5B563BE896,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000854,.0266670,Menhir Ronah I,PM.54/PW.007/MKP/2010,Kaum Melayu,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
586,"Jl. Kampung Ronah, Jorong Ronah",Tanah kaum Kampai,Tanah kaum Kampai,Tanah kaum Kampai,Tanah kaum Kampai,100.5041940,820E5905-DD14-4F6C-88F9-7E18F6590C32,Mahek,Kab. Lima Puluh Koto,Kec. Bukik Barisan,KB000891,.0272780,Menhir Ronah II,PM.54/PW.007/MKP/2010,Kaum kampai,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
587,Jl. Nagari Sungai Talang,Tanah milik Upik,Tanah milik Erma,Jalan ke Ludan,Tanah milik Upik,100.5374170,B4FC449B-789E-4918-B590-5D8F7C0373C6,Sungai Talang,Kab. Lima Puluh Koto,Kec. Guguak,KB000895,.1658330,Menhir Sungai Talang I,PM.86/PW.007/MKP/2011,Kaum suku Bodi,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
588,Jl. Nagari Sungai Talang,TK Bakti Mulia,Masjid Al-Ikhsan,Jalan kampung,Jalan kampung,100.5368330,D6C370E0-BC05-4E61-8E22-60730457B234,Sungai Talang,Kab. Lima Puluh Koto,Kec. Guguak,KB000896,.1641940,Menhir Sungai Talang II,PM.86/PW.007/MKP/2011,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
589,-,Jalan penduduk,Jalan penduduk,Tanah milik Munkin,Jalan raya,100.6225000,0411F266-AEEF-4542-8F08-A2774C1C0C6F,Talago Gunung,Kab. Tanah Datar,Kec. Tanjung Emas,KB000843,.5240280,Menhir Talago Gunung,PM.05/PW.007/MKP/2010,-,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
590,Jalan Batang Arau No. 60,Bangunan,Jl. Batang Arau,Jl. Niaga,Bangunan,100.3582720,5382F9A5-B86E-4D94-ABD5-20ACEAF25BBA,Nipah,Kota Padang,Kec. Padang Barat,KB000856,.9645220,Museum Bank Indonesia Padang,PM.54/PW.007/MKP/2010,Bank Indonesia,Bank Indonesia,Prop. Sumatera Barat,2010-06-22 00:00:00.000
591,Jalan Kumango,Pasar dan pertokoan,Pasar dan pertokoan,Pasar dan pertokoan,Pasar dan pertokoan,100.3710000,05C990CA-BA4F-493F-99A3-7974EC760373,Pasar Atas,Kota Bukittinggi,Kec. Guguk Panjang,KB000819,-.3032780,Pasar Lorong Saudagar,PM.05/PW.007/MKP/2010,Pemerintah Daerah,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
592,Sudirman,Rumah penduduk,Pekarangan rumah penduduk,Jl. Sudirman,Tebing/lembah,100.5672450,47C5E6A2-37D7-4CA6-86AE-B6501D8AB220,Lima Kaum,Kab. Tanah Datar,Kec. Lima Kaum,KB000831,-.4229700,Prasasti Kuburajo,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
593,Lintas Solok-Padang Panjang,Lapangan olahraga,Rumah penduduk,Jalan lintas Solok-Padang Panjang,Kantor wali Jorong,100.5441390,133A8189-6828-4555-B0C3-440AB62DA4D4,Simawang,Kab. Tanah Datar,Kec. Rambatan,KB000829,.5585000,Prasasti Ombilin,PM.05/PW.007/MKP/2010,PT. KAI,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
594,-,Tanah kaum Dt. Rajo,Tanah kaum Dt. Rajo,Tanah kaum Dt. Rajo,Tanah kaum Dt. Rajo,100.5410000,A5E4FF38-DF29-4CEA-BAFC-4E3A0D9BA68D,Paninggahan,Kab. Solok,Kec. Junjung Sirih,KB000874,.6561670,Prasasti Paninggihan ,PM.86/PW.007/MKP/2011,Kaum Dt. Rajo (Suku Guci),"BP3 Batusangkar, pemkab Solok",Prop. Sumatera Barat,2011-10-17 00:00:00.000
595,-,Jalan desa,Lembah / tebing,Bekas kantor wali nagari,Masjid Ishlah,100.4921110,B36E3040-F4C7-481A-813C-775C900C389B,Pariangan,Kab. Tanah Datar,Kec. Pariangan,KB000848,.4589170,Prasasti Pariangan,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
596,-,Sawah milik kaum Dt. Bunsu,Sawah milik kaum Dt. Bunsu,Sawah milik kaum Dt. Bunsu,Sawah milik kaum Dt. Bunsu,100.6093060,2E6346AA-F5E5-4C69-B68B-37D976897D80,Pagarruyung,Kab. Tanah Datar,Kec. Tanjung Emas,KB000838,.4721670,Prasasti Ponggongan,PM.05/PW.007/MKP/2010,Kaum Dt. Bunsu,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
597,-,Tanah milik adat dan Nurbaiti,Tanah milik Marta Hendra dan Rostinar,Surau Tanjung dan Tanah Nurbaiti,Jl. Kapalo Koto,100.5460000,D14F9A76-9675-402A-B82D-200708426E5E,Rambatan,Kab. Tanah Datar,Kec. Rambatan,KB000827,.4800830,Prasasti Rambatan,PM.05/PW.007/MKP/2010,-,Muskala kanwil Depdikbud Sumbar dan BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
598,-,Rumah/tanah milik Erna,Jalan penduduk,Jalan penduduk,Rumah/tanah milik Asma Dolar,100.6351670,4126BA65-ED39-495B-B568-67D7703BF604,Saruaso,Kab. Tanah Datar,Kec. Tanjung Emas,KB000841,.4876670,Prasasti Saruaso I,PM.05/PW.007/MKP/2010,-,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
599,MT. Haryono,Jalan depan ex kantor Kodim 0307 Tanah Datar,Jalan depan ex kantor Kodim 0307 Tanah Datar,Jl. MT. Haryono (depan gedung Indo Julito),SDN 06 Batusangkar,100.5952780,DD0AD432-CDBC-4FA0-A20F-1BB7A35A73D7,Baringin,Kab. Tanah Datar,Kec. Lima Kaum,KB000835,.4532500,Prasasti Saruaso II,PM.05/PW.007/MKP/2010,Pemda Kabupaten Tanah Datar,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
600,Jalan Ranah Binuang No. 20,Rumah penduduk,Rumah penduduk,Jl. Ranah Binuang,Rumah penduduk,100.3687940,69E56970-0476-4460-8762-CCEB44A31657,Ranah Parak Rumbio,Kota Padang,Kec. Padang Selatan,KB000855,.9582940,Rumah Adat Padang (Ranah Binuang),PM.54/PW.007/MKP/2010,Sutan Rajo Mudo,"BP3 Batusangkar, pemerintah Kota Padang",Prop. Sumatera Barat,2010-06-22 00:00:00.000
601,-,Rumah Yusra Rasyidin,Rumah Fatimah Saleh,Rumah Fauziah dan H. Marlis Ahmad,Rumah Ema Ahmad,100.5528890,8CCFEB8C-C714-4C9C-B5AE-B053CD7205AA,Rao-Rao,Kab. Tanah Datar,Kec. Sungai Tarab,KB000823,.3731670,Rumah Adat Tiang Panjang,PM.05/PW.007/MKP/2010,Kaum/suku Piliang Dt. Rajo Nan Pahit,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
602,Jalan Syafei No. 4,Perumahan penduduk,Perumahan penduduk,Perumahan penduduk/pertokoan,Jl. M. Syafei,100.3727220,18EF6996-7A2E-4103-951B-0CD5DBF729AB,Bukit Cangang,Kota Bukittinggi,Kec. Guguk Panjang,KB000804,-.3095280,Rumah Bekas Kepala Stasiun Kereta Api,PM.05/PW.007/MKP/2010,PT. Rahman Tamin,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
603,Jorong Silungkang,Rumah penduduk,Rumah penduduk,Rumah penduduk,Rumah penduduk,100.6446830,DC4B8397-9CAC-4081-BCCC-EE28DC48E06D,Sulit Air,Kab. Solok,Kec. X Koto Diatas,KB000872,.6163330,Rumah Gadang 20 Ruang Sulit Air,PM.86/PW.007/MKP/2011,Kaum suku V Panjang (Datuk Ampang Limo dan Datuk Tamaruhum),Kaum suku V Panjang (Datuk Ampang Limo dan Datuk Tamaruhum),Prop. Sumatera Barat,2011-10-17 00:00:00.000
604,Jl. Raya Maninjau,Masjid Raya Kubu,Rumah penduduk,Rumah penduduk,Jl. Gang Masjid Raya Kubu,100.2201390,A8BE03CC-6ABA-42F1-9991-E69FC748E01C,Sungai Batang,Kab. Agam,Kec. Tanjung Raya,KB000878,.3356670,Rumah Gadang Baanjuang,PM.86/PW.007/MKP/2011,Keluarga besar Rumah Gadang Baanjuang,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
605,Jalan Tanjung,Kebun,Rumah penduduk,Jalan kampung,Rumah penduduk,100.1905830,F0CD2FFC-F9EC-4B70-9C43-6CF958C827F3,Paninjauan,Kab. Agam,Kec. Tanjung Raya,KB000861,.2342780,Rumah Gadang Engku Lareh Paninjauan,PM.54/PW.007/MKP/2010,Keluarga Lareh Paninjauan,BP3 Batusangkar,Prop. Sumatera Barat,2010-06-22 00:00:00.000
606,Jalan Ipuh Mandiangin No. 61 A,Perumahan penduduk,Perumahan penduduk,Jalan Ipuh,Rumah,100.3745000,D46E096C-0C7A-4215-9326-9A082E6FDE3A,Campago Ipuh,Kota Bukittinggi,Kec. Mandiangin Koto Selayan,KB000817,-.2948060,Rumah Gadang Engku Palo (Suku Tanjung),PM.05/PW.007/MKP/2010,Suku Tanjung (Ny. Siti Adam),BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
607,"Jl. Bundo Kanduang, Jorong Lubuk Sitepu",Masjid,Batang Lunang,Tanah rumah Gadang,Jl. Bundo Kanduang,101.1263330,93E82B43-A7BF-4B7A-A732-110D1461501E,Lunang,Kab. Pesisir Selatan,Kec. Lunang,KB000881,2.2522780,Rumah Gadang Mande Rubiah (Rumah Gadang Lunang),PM.86/PW.007/MKP/2011,Keluarga kaum Mande Rubiah,BP3 Batusangkar dan Pemkab Pesisir Selatan,Prop. Sumatera Barat,2011-10-17 00:00:00.000
608,Jalan Pasar Matur,Jl. Kampung,Perkebunan,Rumah penduduk,Perkebunan,100.2861670,B0CC606B-50C3-4C3B-8FE9-BDC4A38B000F,Candung Koto Laweh,Kab. Agam,Kec. Matur,KB000879,.2793610,Rumah Gadang Matur,PM.86/PW.007/MKP/2011,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
609,Jalan Raya Lubuk Basung - Padang,Perkebunan penduduk,Jl. Raya Lubuk Basung - Padang,Perumahan penduduk,Perumahan penduduk,100.0241110,CE6A4BD0-C95A-4E9C-B54A-E28604E34036,Nagari Kubang,Kab. Agam,Kec. Lubuk Basung,KB000876,.3206110,Rumah Gadang Tuanku Lareh St. Harun,PM.86/PW.007/MKP/2011,Tuanku Lereh kelarasan,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
610,Jalan Soekarno-Hatta No.37,Ruko,Jl. Soekarno Hatta,Ruko,Perumahan penduduk,100.3733330,F7CB627E-D410-4F51-A9E0-AC82A6DCAF4C,-,Kota Bukittinggi,Kec. Guguk Panjang,KB000810,-.3012220,Rumah Kelahiran Bung Hatta,PM.05/PW.007/MKP/2010,-,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
611,Jl. H. Oedin Rahmani,Baitul Maal Rasuna Said,Jl. H. Oedin Rahmani,Rumah penduduk,Perkebunan,100.2263890,E63F2B55-1AAE-4AF8-B872-25F57995D5B6,Maninjau ,Kab. Agam,Kec. Sungai Pua,KB000877,.3081110,Rumah Rasuna Said,PM.86/PW.007/MKP/2011,Keluarga besar Rasuna Said,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
612,Jalan Dr. A. Rivai,Jl. Dr. A. Rivai,Jl. Setia Budi,Perumahan penduduk,Rumah No. 40/42,100.3648330,9AB25A47-419D-49A9-A4D8-BB57C7CC5BEB,Kayu Kubu,Kota Bukittinggi,Kec. Guguk Panjang,KB000818,-.3052780,Rumah Tinggal di Jalan Dr. A. Rivai No. 38,PM.05/PW.007/MKP/2010,Bapak Yarzal,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
613,Jalan Raya Belimbing,Tanah Dt. Cahayo Upati,Tanah Dt. Asa Kayo,Jalan raya Belimbing,Tanah Dt. Panghulu Basa,100.5696670,C2508C59-2CD9-4EBF-A2CA-EA20C4DDBB23,Balimbing,Kab. Tanah Datar,Kec. Rambatan,KB000830,.5230000,Rumah Tua Kampai Nan Panjang,PM.05/PW.007/MKP/2010,Kaum Dt. Panghulu Basa,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
614,Jorong Muaro Sakai,Tanah masyarakat,Sawah,Sawah,Jl. Muaro Sakal,101.1258330,558C01AB-FB80-426C-94BC-487CA3ECD2F4,Inderapura,Kab. Pesisir Selatan,Kec. Pancung Soal,KB000885,2.2387500,Situs Bekas Istana Inderapura,PM.86/PW.007/MKP/2011,Keluarga/kaum keturunan Kerajaan Inderapura,BP3 Batusangkar,Prop. Sumatera Barat,2011-10-17 00:00:00.000
615,Raya Batu Sangkar-Padang Panjang,-,Rumah ibu Fatimah,Rumah ibu Suna,Jl. Raya Batu Sangkar-Padang Panjang,100.4587780,036410D4-AA72-49D7-BA5C-F519F98A6799,Batipuh,Kab. Tanah Datar,Kec. Batipuh,KB000849,.4750000,Surau Lubuk Bauk,PM.05/PW.007/MKP/2010,Ibu Suna (Sudah di wakafkan),BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
616,Jalan Sudirman,Jl. Sudirman,Kompleks pertokoan,SMK Tehnologi Industri YPPTI,Asrama Kodim,100.3737500,DA66C68C-8CBC-426C-A86D-57B9306DB730,Sapiran,Kota Bukittinggi,Kec. Aur Birugo Tigo Baleh,KB000801,-.3146940,Tugu Manggopoh,PM.05/PW.007/MKP/2010,Negara,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
617,-,Tanah milik Dt. Gindo Aci,SD 09 dan jalan ke SD,Jalan penduduk,SD 09 Buo,100.7552220,10F9B159-8266-42A1-94A8-A9D630D96500,Buo,Kab. Tanah Datar,Kec. Lintau Buo Utara,KB000844,.4618890,Ustano Rajo Adat Buo,PM.05/PW.007/MKP/2010,Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
618,Sultan Alam Bagagarsyah,Sungai,Jl. Sultan Alam Bagagarsyah,Jalan desa,Rumah penduduk,100.6070280,4BF1FC2F-C035-46E4-B2AA-DCB5F657EB7A,Pagarruyung,Kab. Tanah Datar,Kec. Tanjung Emas,KB000836,.4607780,Ustano Rajo Alam Gudang Pagaruyung,PM.05/PW.007/MKP/2010,Adat/Nagari,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
619,-,Tanah milk Dt. Penghulu Rajo,Tanah milk Dt. Penghulu Rajo,Tanah milk Dt. Penghulu Rajo,Tanah milk Dt. Penghulu Rajo,100.6344720,B5995C5D-36E0-49C2-875D-76E6D1DD5FB3,Saruaso,Kab. Tanah Datar,Kec. Tanjung Emas,KB000842,.4878330,Ustano Saruaso,PM.05/PW.007/MKP/2010,Dt. Penghulu Rajo (Aswiran),BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
620,Jalan Dr. A. Rivai No. 20,Jl. Dr. A. Rivai,Jalan benteng,Benteng Fort de Kock,Pertokoan,100.3664170,5D1941D1-3F67-4773-A366-66A20142BE5F,Benteng Pasar Atas,Kota Bukittinggi,Kec. Guguk Panjang,KB000812,-.3006110,Villa Merdeka,PM.05/PW.007/MKP/2010,Emma Anwar,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
621,Jalan Sudirman No.11,Kantor DPRD Bukit Tinggi,Perumahan penduduk,Pertokoan,Jl. Jendral Sudirman,100.3700830,209BF99B-9766-4174-A1EA-FA4618E15650,Bukit Cangang,Kota Bukittinggi,Kec. Guguk Panjang,KB000806,-.3076670,Villa Oepang-Oepang,PM.05/PW.007/MKP/2010,Negara,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
622,Jalan Panorama No. 16,Rumah,Jl. Panorama,SD 14,Perumahan penduduk,100.3678890,D2F8370E-82EC-4113-BE2F-12FA9DEE8F67,Bukit Cangang,Kota Bukittinggi,Kec. Guguk Panjang,KB000811,-.3078610,Wisma Anggrek,PM.05/PW.007/MKP/2010,-,BP3 Batusangkar,Prop. Sumatera Barat,2010-01-08 00:00:00.000
623,Sultan Ismail ,,,,,102.0447163,9A6DCCE8-9683-4FC8-84CA-E2680924B90D,Kampung Dalam,Kab. Siak,Kec. Siak,KB000689,.7965520,Balai Kerapatan Tinggi,Kepmenbudpar Nomor: KM.13/PW.007/MKP/2004,,,Prop. Riau,
624,-,Permukiman dam perkantoran,Sungai,Permukiman,Jalan Raya,102.0447160,23B6140E-A521-43E1-B6F6-6060AD052F8C,Siak Indrapura,Kab. Siak,Kec. Siak,KB000708,.7965330,Balai Kerapatan Tinggi Siak,KM.13/PW.007/MKP/2004 (KM.9/PW.007/MKP/2003),Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-04 00:00:00.000
625,Satria,Permukiman,Permukiman,Permukiman,Sungai Siak,102.0539930,47432C4B-6446-4736-B5EA-C6D1CE8AF651,Benteng Hulu ,Kab. Siak,Kec. Siak,KB000694,.7894940,Bangunan Bekas Tangsi Belanda,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
626,Satria,Permukiman,Permukiman,Permukiman,Sungai Siak,102.0584368,EF02007C-DA95-4D63-A318-CB9E2D49C4BC,Benteng Hulu ,Kab. Siak,Kec. Siak,KB000696,.7911350,Bangunan Landraad,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
627,Satria,,,,,102.0588387,6F440333-957A-45E0-8EAB-2D2A1E738A9E,Benteng Hulu ,Kab. Siak,Kec. Siak,KB000695,.7912870,Gedung Controlleur,Kepmenbudpar Nomor: KM.13/PW.007/MKP/2004,,,Prop. Riau,
628,-,Rumah penduduk,Rumah penduduk,Puskesmas,Jalan,102.0498010,CB99BCE2-20C6-40CE-84C8-9ED26E0ECF4D,Lubuk Dalam,Kab. Siak,Kec. Lubuk Dalam,KB001671,.7932640,Gudang Mesiu Kerajaan Siak,PM.87/PW.007/MKP/2011,Pemkab Siak,Pemkab Siak,Prop. Riau,2011-10-17 00:00:00.000
